folder_name,root_name,child_name,years,months,days,speaker,text,CHI_response,adult_coherence_score,child_coherence_score
Brown/Eve,010600b,Eve,1.0,6.0,0.0,COL,what's that. „ Eve? what's that?,more.,0.7,0.4
Braunwald,040229a,Laura,4.0,2.0,29.0,MOT,"gi go got_ga_go go_ghetti_go. come here. girls, the taperecorder can't hear you in this room. you hafta come in this room. this is the wrong children came home from school. what's? Laura, would you get me the envelope that came home from school with you? maybe it's something I need. Laura, give me the envelope, sweetie. that's over there. so it's probably something I need. did you get one too, Karen? it came home from school? no. don't throw it at her. what is this?",sit down. okay?,0.2,0.1
Brown/Adam,040309,Adam,4.0,3.0,9.0,FAT,yes. you're very strong. aren't you?,want ta see how strong I am. Mom?,0.8,0.9
Weist/Emma,020915,Emma,2.0,9.0,15.0,FAT,sea salt? you're getting sea salt?,getting. sea salt.,0.9,0.9
Demetras1,031127a,Trevor,3.0,11.0,27.0,FAT,hey you can't fit in the back there. who could fit in the back?,nobody.,0.8,0.8
Lego-protect/Lego,035-1,,,,,MOT,do you wanna hold him?,b.,0.9,0.1
Suppes,020328,Nina,2.0,3.0,28.0,MOT,he's drinking milk. what is he wearing?,what's he wearing?,0.8,0.1
HSLLD/HV2/TP,cattp2,,5.0,1.0,6.0,MOT,want me to pour you some koolaid?,no I gotta make it.,0.9,0.9
Gelman/2014-IndDiff,72C-R2,,4.0,9.0,30.0,INV,what more can you tell me?,"rabbits hop, just like a frog does. but usually they're furry and they got whiskers.",0.8,0.8
NewEngland/32,65,Colin,2.0,5.0,9.0,MOT,oh! what do you like to eat?,okay I like cookies.,0.9,0.9
Hall/BlackPro,kif,Kip,4.0,9.0,,UNK,what's beside side you?,what?,0.8,0.1
HSLLD/HV7/LW,alllw7,,8.0,11.0,24.0,MOT,what are you doing? what do you wanna look at? what's. what's the picture of?,a caterpillar. that's it.,0.7,0.8
Hall/BlackWork,trc,Trina,4.0,9.0,,UNK,"oh_boy if you're uncomfortable, in a few minutes see? answer it?",I want it off.,0.6,0.8
Lego-protect/Lego,030-1,,,,,MOT,you can try it. out of battery. how did you get it?,c.,0.8,0.1
Gleason/Dinner,katie,Katie,3.0,2.0,30.0,MOT,what's his name? say it. I can't hear you. what?,daddy.,0.9,0.9
PetersonMcCabe,85,Mary,9.0,4.0,,INV,tell me about that. what happened?,"well you know that tree that goes over there, that one right there.",0.8,0.8
Kuczaj,040105,Abe,4.0,1.0,5.0,FAT,is his cape his power?,uhhuh his horse could fly too see?,0.8,0.8
MacWhinney,020617b,Ross,,,,MOT,who is not going to talk?,horse is not going to talk.,0.8,0.9
Brown/Eve,020100b,Eve,2.0,1.0,0.0,MOT,no. ‡ not at the Peabody School. what did you have at the Peabody School? hm?,no. what do Eve have at the Peabody_School?,0.6,0.4
Gleason/Dinner,martin,Martin,2.0,6.0,23.0,MOT,ya know what this whole thing is?,what?,0.7,0.9
Weist/Emily,020902,Emily,2.0,9.0,2.0,CAR,what were you doing to her?,how did I. I was bothering her.,0.8,0.8
Bloom/Peter,020324,Peter,2.0,3.0,24.0,PAT,where's another ball?,huh.,0.9,0.2
Tardif,e06,Lynette,1.0,9.0,19.0,MOT,"hi Nana, how are you?",good.,0.9,0.9
Weist/Jillian,020108,Jillian,2.0,1.0,8.0,JEN,"oh wow, he's got big feathers for his hair. right? what color are they?",yellow.,0.8,0.9
Gelman/2014-IndDiff,41C-R1,,3.0,11.0,6.0,INV,what more can you tell me?,it's good.,0.7,0.5
PetersonMcCabe,73,Mary,7.0,7.0,,INV,you saw lots of things?,we did lots of things.,0.8,0.8
Weist/Emma,040418,Emma,4.0,4.0,18.0,LAU,"okay, I'll get out, some cinnamon to put on the apples. does that sound good?",yep.,0.9,0.9
Demetras2/Michael/mother,020130,Michael,2.0,1.0,30.0,MOT,well actually no. you didn't fly in the bomber. you flew to Hawaii in a big airplane? do you remember that?,yes.,0.8,0.9
Weist/Emily,020620,Emily,2.0,6.0,20.0,CAR,what are they doing? what are they doing in your book?,bunny rabbits!,0.8,0.9
HSLLD/HV1/TP,mittp1,,3.0,11.0,17.0,MOT,yeah? you're gonna buy me one?,nope.,0.7,0.9
Gelman/2016-Robodog,34,,3.0,6.0,,MOT,what if he tries to bite you?,what?,0.8,0.3
Brown/Sarah,030124,Sarah,3.0,1.0,24.0,MOT,oh no. not you. you never rip anything. huh?,Mommy. here's a pencil. this go on her. this one go on her. Mummy.,0.8,0.4
Nippold,MD,MD,11.0,4.0,,INV,"okay, which is the best piece?",the queen.,0.8,0.9
Hall/WhitePro,gas,Gabriel,4.0,9.0,,TEA,"here, let me try. see?",don't touch it! don't touch it.,0.8,0.9
HSLLD/HV1/MT,bramt1,,3.0,7.0,20.0,MOT,what are you gonna have. milk first? then juice?,yyy.,0.9,0.1
HSLLD/HV1/TP,rautp1,,3.0,9.0,15.0,MOT,okay. put the puzzles together wanna try and see if you can put the puzzles together?,no.,0.9,0.8
Valian,20b,,2.0,7.0,21.0,MOT,"other two, other two year old children. like the children in your class. you know, like Emily, Suzanne, Jessie, Jason, Christopher. right? right, Observer?",Christopher's not in my class.,0.8,0.9
Brown/Eve,010600b,Eve,1.0,6.0,0.0,MOT,would you? alright. there you go. did you drink your eggnog?,yep.,0.8,0.9
NewEngland/20,61,Benjamin,1.0,8.0,4.0,MOT,where's his ear? that his ear?,hat.,0.8,0.2
Brown/Adam,050212,Adam,5.0,2.0,12.0,URS,okay. you wanna surprise her?,my dog. now.,0.8,0.4
Gelman/2004-Gender,15,,2.0,11.0,24.0,MOT,right there? or is she going to put it in the big can maybe?,yes.,0.8,0.6
Weist/Roman,030918,Roman,3.0,9.0,18.0,KAR,"what did we do at school, do you remember?",look at they're dancing.,0.9,0.2
Lego-protect/Lego,015-1,,,,,MOT,close. what are you doing?,c.,0.8,0.1
Weist/Ben,020510,Benjamin,2.0,5.0,10.0,MOT,"yeah, will they get the door. when we come over? will they answer the door?",they're answer door.,0.8,0.8
Weist/Emily,030012,Emily,3.0,0.0,12.0,CAR,what kind of clothes?,work clothes.,0.8,0.9
HSLLD/HV5/MT,maymt5,,7.0,2.0,26.0,MOT,what did you do for work?,all my math page. I got it alright. only on my math page.,0.8,0.9
Bloom/Peter,020100,Peter,2.0,1.0,,PAT,are you looking for a pencil? or a pen?,my. pen. pen. write.,0.9,0.9
Clark,020927a,Shem,2.0,9.0,27.0,INV,where is your little clock?,my little clock. I show you. like my little come here.,0.9,0.9
HSLLD/HV1/MT,stnmt1,,3.0,9.0,30.0,MOT,yeah. so what? they didn't? oh my god. you've been waiting so what patiently?,for that fire truck.,0.7,0.9
Brown/Adam,030401,Adam,3.0,4.0,1.0,MOT,didn't Bobo have that bottle?,no.,0.8,0.8
Hall/WhitePro,rob,Robert,4.0,9.0,,MCH,hey! who made that noise?,I got.,0.9,0.4
HSLLD/HV3/BR,sarbr3,,5.0,5.0,11.0,MOT,how do elephants take a bath?,in mud water.,0.9,0.8
Brown/Adam,020318,Adam,2.0,3.0,18.0,MOT,did you ask him to move it?,case? move doggie over.,0.8,0.5
Gelman/2004-Gender,59,,6.0,5.0,26.0,MOT,yeah you do don't you? what do you what do you think this is?,not the handles. a present.,0.6,0.7
NewEngland/20,20,Paula,1.0,7.0,20.0,MOT,where did our friend go? she coming back?,no.,0.8,0.8
Morisset/Topeka,104m30t,,2.0,6.0,,MOT,not nuts. that's coconut. it's good. mm. cookies and stuff. be careful. you don't wanna break that. ow! leave it there. here. I'll put it away. you want some more? no more juice? what do you wanna do today?,play with Daddy?,0.7,0.9
HSLLD/HV1/TP,giltp1,,3.0,10.0,0.0,MOT,okay. beep beep! Chi is here! this is me. I run downstairs. and I get you. then you run down. oops! then you run up the stairs. Chi are you hungry? yes. what do you want for lunch? what do you want for lunch?,cereal.,0.8,0.9
McCune/Alice,010428,Alice,1.0,4.0,28.0,MOT,"look_it. it came out the other end. look at the other end of that box. look at it like this. it's coming out on that end, see?",mommy.,0.8,0.2
Suppes,030321,Nina,3.0,3.0,21.0,MOT,what is the dog doing?,eating him.,0.9,0.9
Weist/Roman,030501,Roman,3.0,5.0,1.0,FAT,"okay. okay, how much does it cost?",five.,0.85,0.85
HSLLD/HV1/TP,bratp1,,3.0,7.0,20.0,MOT,very good and what color is this one color?,I see pink too.,0.6,0.7
Gelman/2004-Gender,18,,2.0,6.0,19.0,MOT,who's chopping wood in the picture?,a little a big girl.,0.7,0.7
HSLLD/HV5/MT,rosmt5,,7.0,7.0,1.0,FAT,I mean the home. here. you did that at school. didn't you?,I don't remember.,0.8,0.7
Suppes,021028,Nina,2.0,10.0,28.0,MOT,did you eat supper with them?,yup. Mommy.,0.8,0.8
Gelman/2014-IndDiff,08C-P2,,4.0,9.0,31.0,MOT,what's your favorite thing about cookies?,um chocolate.,0.85,0.85
Weist/Roman,030904,Roman,3.0,9.0,4.0,FAT,and what do people do with tables and chairs?,eat.,0.7,0.5
NewEngland/32,47,Andrew,2.0,8.0,,MOT,good! now do you know what this is?,huh?,0.8,0.8
Bates/Free28,gloria28,Gloria,2.0,4.0,,MOT,here can put. can you find the hole that the ball goes in?,where? this?,0.8,0.8
NewmanRatner/24,5977QJ,5977QJ24,2.0,0.0,,MOT,yeah what 0are you gonna cook ah what's that?,yyy.,0.4,0.3
Clark,020726,Shem,2.0,7.0,26.0,INV,have you made a building?,I'm putting in the boat. pull it.,0.7,0.6
Nippold,ML,ML,10.0,1.0,,INV,yeah? do you have a favorite book?,I do not know.,0.8,0.8
HSLLD/HV1/TP,megtp1,,4.0,0.0,29.0,MOT,I don't remember what this one triceratops I think this one is and that one's a. do you remember that one because of these things here. remember there stegosaurus?,yep. stegosaurus. look at the plate!,0.9,0.9
NewEngland/32,02,Margaret,2.0,8.0,1.0,MOT,okay. oh boy. what is this?,a box.,0.85,0.85
Hall/WhitePro,rob,Robert,4.0,9.0,,MCH,"Debbie, let me have it?",I'm hungry! hungry!,0.4,0.2
HSLLD/HV5/MT,jenmt5,,7.0,8.0,3.0,MOT,are those guys having valentine parties?,yep.,0.9,0.8
HSLLD/HV2/BR,todbr2,Jon,4.0,8.0,4.0,MOT,so how many strawberries are there?,four.,0.8,0.9
Bates/Story28,paulast,Paula,2.0,4.0,,MOT,okay. but what does he have for a nose?,a hat!,0.7,0.6
Bates/Story28,ruthst,Ruth,2.0,4.0,,MOT,birdie. yes. it's a snowman with a smiling face. where's his nose?,right there. honk_honk.,0.8,0.7
Gelman/2014-IndDiff,50C-R1,,4.0,8.0,10.0,INV,what more can you tell me?,"want to see me, look. I look like I'm a boy like that.",0.7,0.5
Hall/BlackWork,rog,Roland,4.0,9.0,,TEA,Roland let me hear what Roland said. that's right what is this Roland?,a mailbox. ah.,0.7,0.6
Hall/BlackWork,pag,Patrick,4.0,9.0,,TEA,"one. come on, how many boys standing?",one!,0.8,0.9
Brown/Sarah,030018a,Sarah,3.0,0.0,18.0,MOT,you get your baby pillow. where's your baby pillow?,huh?,0.8,0.1
Kuczaj,030412,Abe,3.0,4.0,12.0,MOT,how_about putting on your swimming suit and taking a nice cool bath?,no ‡ that's hot. Mommy. I wanna have a little picnic inside the house.,0.7,0.6
NewmanRatner/24,6757JC,6757JC24,2.0,0.0,,MOT,a mushroom you gonna make some mushroom soup?,hey.,0.7,0.2
Tardif,e10,April,1.0,7.0,9.0,MOT,dolly yes dolly. huh there's a chair. and this is a mushroom. huh mushrooms. I don't know what those are. huh what's that? is that a jet? or is that a plane?,jet.,0.7,0.8
Bloom/Peter,011105,Peter,1.0,11.0,5.0,PAT,more. can you put it in?,open.,0.7,0.6
NewmanRatner/18,5694MC,5694MC18,1.0,6.0,,MOT,does baby need a new diaper?,nope.,0.8,0.7
Hall/BlackWork,kmf,Kim,4.0,9.0,,EXP,I did? when was he here?,he's.,0.7,0.3
Weist/Roman,030114,Roman,3.0,1.0,14.0,MOT,"you just know, how about this one?","that's not a boy, that's a girl.",0.7,0.7
Brown/Adam,021002,Adam,2.0,10.0,2.0,URS,what did you say. Adam?,I don't know.,0.8,0.7
Suppes,020528,Nina,2.0,5.0,28.0,MOT,what would you like to have in your garden?,tomatoes.,0.9,0.9
Peters,010516b,Seth,1.0,5.0,16.0,FAT,that is not light that is the wall. are you gonna bonk your head on the wall?,gung.,0.7,0.2
Suppes,030104,Nina,3.0,1.0,4.0,MOT,did you give them some fish?,huh?,0.8,0.6
NewmanRatner/24,5593SH,5593SH24,2.0,0.0,,MOT,oh animals. is that a kangaroo?,it's yyy.,0.8,0.3
HSLLD/HV2/TP,sustp2,,4.0,9.0,14.0,MOT,can you get me that hat? I love that. whose hat is that? hers? how do I look? stunning? you wanna try it on? no? oh I think it's nice. two hats. any more hats? what else is down there?,what is this?,0.7,0.5
Brown/Sarah,030307a,Sarah,3.0,3.0,7.0,KEN,do you know what happens if there's. a Mr Warm and Mrs Cold?,what?,0.8,0.6
Hicks/1st/report,rep027,Justine,6.0,6.0,,RES,I'll do a little bit more. but you can finish the report up I think. at that point after the balloon was popped. many balloons were seen coming down to the little boy. can you finish up the report now?,and then he grabbed all their strings. and he flew away for many other adventures.,0.9,0.8
Brown/Adam,050212,Adam,5.0,2.0,12.0,URS,it did a little bit. see?,none on my hands. hey. now. could I have something else?,0.5,0.2
Gelman/2014-IndDiff,22C-P2,,4.0,9.0,12.0,MOT,and they they have long teeth too. you wanna change it okay?,a surfer.,0.6,0.2
Hall/WhitePro,zoe,Zoe,4.0,9.0,,EXP,good morning Jeff. is it locked?,yep!,0.9,0.9
HSLLD/HV3/ER,joyer3,,5.0,8.0,10.0,MOT,why? because_of what happened to Ann?,uhhuh.,0.8,0.7
Kuczaj,030128,Abe,3.0,1.0,28.0,FAT,because you always run around the house looking for your long stick. so we're not going to cut it. come here. why don't we paint a gun? do you want water colors or felt tipped markers?,I want water colors.,0.9,0.9
MacWhinney,070018b,Ross,7.0,0.0,18.0,FAT,well. I think. what's the most funny part of the story?,hm.,0.8,0.5
NewmanRatner/18,6047JC,6047JC18,1.0,6.0,,MOT,wanna put them on a plate?,yyy.,0.7,0.3
Brown/Adam,030529,Adam,3.0,5.0,29.0,MOT,why are you putting your head on the dresser?,hurt.,0.8,0.8
Braunwald,010600b,Laura,1.0,6.0,0.0,MOT,what's her name? what's this girl's name?,Laura.,0.9,0.9
Weist/Matt,040610,Matt,4.0,6.0,10.0,MOT,"remember? oh, we really haven't watched that in a while. what's your new favorite movie that you just got?",Land Before Time ten.,0.8,0.7
Gelman/2016-Robodog,45,,3.0,6.0,,MOT,no we already went to the potty. that's enough. did you get something on your finger?,oop it's gone now. oop. where is she?,0.9,0.2
Gelman/2014-IndDiff,70C-P2,,4.0,0.0,8.0,MOT,"what does she have in her, basket?",food.,0.9,0.9
Hall/WhiteWork,kag,Karen,4.0,9.0,,FAT,"Geritol. and if you have stomach, we have Alkaseltzer. look at that?",it's coming up! I laid a fart.,0.5,0.3
Gelman/2014-IndDiff,72C-P2,,4.0,9.0,30.0,MOT,do you think she's on a team or is she just playing at at home?,um that looks like she's on a team.,0.8,0.8
Demetras1,020612,Trevor,2.0,6.0,12.0,FAT,"but. Tom can use this, can't he?",the den where put den we'll put it right back on the boat.,0.8,0.4
Snow,020518c,Nathaniel,2.0,5.0,18.0,MOT,roar. roar for some tea. roar. okay what are we going to have next?,have next?,0.6,0.5
HSLLD/HV3/TP,shotp3,,5.0,4.0,21.0,MOT,oh I see. what are you doing?,I'm playing with toys.,0.9,0.9
HSLLD/HV7/LW,annlw7,,10.0,5.0,11.0,MOT,pushed whose way out? pushed the way?,mm he pushed his way out and. he was a beautiful butterfly.,0.8,0.7
HSLLD/HV3/TP,jestp2,,4.0,4.0,29.0,MOT,you wanna show them your elbow?,show them what happened to my elbow!,0.9,0.9
McCune/Jase,011000,Jase,1.0,10.0,0.0,MOT,what happened? you got so quiet. what's that?,there.,0.8,0.3
Weist/Emily,020606,Emily,2.0,6.0,6.0,MOT,but what do you tell me to do?,by my stool and draw.,0.7,0.4
Demetras2/Jimmy/mother,020916,Jimmy,2.0,9.0,16.0,MOT,are you learning any new songs about Thanksgiving?,Thanksgiving.,0.8,0.5
Bloom/Peter,020303,Peter,2.0,3.0,3.0,LOI,let's see. how does that work? how does that work?,goes in. right.,0.7,0.4
Brown/Adam,020714,Adam,2.0,7.0,14.0,MOT,that's very good. did you bake that yourself?,bake it self. like a piece meat.,0.8,0.5
Weist/Jillian,020521,Jillian,2.0,5.0,21.0,MOT,"and sparklies were. around your face, right?",mm.,0.6,0.5
Gelman/2004-Gender,52,,6.0,10.0,29.0,MOT,"yeah, they look kind of pretty on sun. look how they used this shiny kind of paper in there. it's shiny. do you see that?",mhm. look at the shiny paper.,0.8,0.8
NewmanRatner/18,6825MT,6825MT18,1.0,6.0,,MOT,mhm. is that your bread?,bread.,0.8,0.8
Kuczaj,030517,Abe,3.0,5.0,17.0,MOT,what do you mean. my toilet paper?,huh?,0.4,0.3
NewEngland/20,26,Kristen,1.0,8.0,6.0,MOT,uhhuh can you see his eyes? they're a little funny eyes aren't they? where are his hands?,hands.,0.7,0.6
Brown/Adam,030826,Adam,3.0,8.0,26.0,MOT,your finger couldn't get in there. what do you see?,a fence.,0.8,0.8
Gelman/2014-IndDiff,41C-R1,,3.0,11.0,6.0,INV,zorg doesn't know much about this one. can you help him out?,"mm this is cake. and I like, cake. tasty.",0.5,0.4
Bloom/Peter,020100,Peter,2.0,1.0,,LOI,this is out? who's that? Peter. who is that? is that the daddy?,no. this is daddy.,0.6,0.8
NewmanRatner/11,4825GG,4825GG11,0.0,11.0,,MOT,what do ya see? eyes? look there's eyes here. and Gavin has eyes. no we're not gonna eat it honey. no thank you. eyes. where's the baby's eyes? no we're not gonna eat it. thank you. you wanna see the baby? say hi baby! the baby's hair and the baby's ears. say hi baby! hah oh nice kiss. no we're not gonna lick the baby. thank you. oh. baby has a_lot_of clothes on. oh the baby just fell over. you see books?,yyy.,0.7,0.3
Weist/Roman,040416,Roman,4.0,4.0,16.0,KAR,what other animals did you see there Roman?,I can't tell you. I saw a snake.,0.8,0.6
Suppes,030224,Nina,3.0,2.0,24.0,MOT,what are you gonna do with them?,I'm gonna play music with them.,0.8,0.8
Braunwald,030006,Laura,3.0,0.0,6.0,MOT,aren't you playing with?,huh.,0.4,0.3
Bloom/Peter,011117,Peter,1.0,11.0,17.0,LOI,you know what this is Peter?,hm.,0.7,0.4
HSLLD/HV1/BR,guybr1,,3.0,11.0,9.0,MOT,who's in the airplane?,Big Bird.,0.8,0.8
Brown/Sarah,020319,Sarah,2.0,3.0,19.0,GLO,a house. what's this here?,big car.,0.6,0.3
Gelman/2016-Robodog,51,,5.0,6.0,,MOT,I don't maybe it won't work for me bebecause I'm a big person. maybe it works for little people. oh hey look it works for me how about that. how'd you do that huh?,maybe if you do push the buttons.,0.8,0.8
PetersonMcCabe,21,Mary,5.0,0.0,,INV,couldn't go underwater because you couldn't breathe?,and I couldn't see what it was because they put chlorine in it.,0.9,0.8
Brown/Adam,030501,Adam,3.0,5.0,1.0,MOT,oh. what happens after it goes down there?,it's goes. he going to get a shovel. here a shovel. he hasta keep the shovel. and I going to have one. and this. and I going to have one. and this. and the dirt goes in in there and I dig it up.,0.6,0.5
Brown/Sarah,021011,Sarah,2.0,10.0,11.0,MOT,who was asleep like a good girl last night?,me!,0.8,0.9
Demetras2/Jimmy/father,020705,Jimmy,2.0,7.0,5.0,FAT,you read the newspaper?,you done daddy?,0.7,0.3
Bloom/Peter,020415,Peter,2.0,4.0,15.0,LOI,mhm. are you fixing the guitar with the truck?,right.,0.6,0.5
HSLLD/HV3/TP,zentp3,,5.0,6.0,28.0,MOT,we don't get dinner first?,oh.,0.5,0.3
Suppes,020003,Nina,2.0,0.0,3.0,MOT,oh. and the kite is flying in the sky? oh. look at this. there're many leaves here. aren't there? what's this? is that a leaf? is it a big leaf or a little leaf?,little leaf.,0.8,0.9
Gelman/2014-IndDiff,25C-R1,,4.0,8.0,5.0,INV,"mm, what more can you tell me?",he has legs and one eye and two flippers.,0.7,0.8
Hall/BlackPro,kif,Kip,4.0,9.0,,MOT,okay. see the thing is Kip there is so much on. there that feel better?,yes.,0.6,0.8
Sachs,020117,Naomi,2.0,1.0,17.0,MOT,Nomi. can you say. what does baby want?,what's baby want? what's? what's baby want? dancing.,0.7,0.4
Suppes,020305,Nina,2.0,3.0,5.0,MOT,it's sleeping. do you wanna look at the picture? who's the baby in that picture?,Nina.,0.8,0.9
Brown/Sarah,021005,Sarah,2.0,10.0,5.0,MOT,you be the Mother and you put your high heels on?,oh. see kids.,0.6,0.4
